time,power_variable,energy_variable,energy_value,power_value,expected_power,difference_from_expected
2022-10-13 17:42:00,PowerIn_HPWH,EnergyIn_HPWH,0.09999999999854481,9.2,5.9999999999126885,3.200000000087311
2022-10-13 17:43:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,10.0,12.000000000261934,2.0000000002619345
2022-10-13 17:44:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,11.7,11.999999999825377,0.29999999982537773
2022-10-13 17:45:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,12.0,11.999999999825377,1.7462298274040222e-10
2022-10-13 17:46:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,12.1,12.000000000261934,0.09999999973806517
2022-10-13 17:47:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,11.0,11.999999999825377,0.999999999825377
2022-10-13 17:48:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,10.2,12.000000000261934,1.8000000002619352
2022-10-13 17:49:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,11.7,11.999999999825377,0.29999999982537773
2022-10-13 17:50:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,13.4,11.999999999825377,1.4000000001746233
2022-10-13 17:51:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,13.6,12.000000000261934,1.5999999997380652
2022-10-13 17:52:00,PowerIn_HPWH,EnergyIn_HPWH,0.2999999999956344,13.2,17.999999999738066,4.799999999738066
2022-10-13 17:53:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,12.8,12.000000000261934,0.7999999997380662
2022-10-13 17:54:00,PowerIn_HPWH,EnergyIn_HPWH,0.09999999999854481,12.7,5.9999999999126885,6.700000000087311
2022-10-13 17:55:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,11.8,11.999999999825377,0.1999999998253763
2022-10-13 17:56:00,PowerIn_HPWH,EnergyIn_HPWH,0.3000000000029104,11.8,18.000000000174623,6.200000000174622
2022-10-13 17:57:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,11.9,11.999999999825377,0.09999999982537666
2022-10-13 17:58:00,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,12.9,12.000000000261934,0.8999999997380659
2022-10-13 17:59:00,PowerIn_HPWH,EnergyIn_HPWH,0.19999999999708962,13.5,11.999999999825377,1.500000000174623
2022-10-13 17:59:59,PowerIn_HPWH,EnergyIn_HPWH,0.20000000000436557,14.0,12.000000000261934,1.9999999997380655
