time,id,data,type,units
2022-10-13 17:16:00,Temp_SecLoopHexOutlet,150.4,Temperature,F
2022-10-13 17:17:00,Temp_PrimaryPlantDelta_BTU,86.5,Temperature,F
2022-10-13 17:17:00,EnergyOut_PrimaryPlant_BTU,30.4,Energy,kWh
2022-10-13 17:17:00,Flow_CityWater_atSkid,2.8,Flow,gal/min
2022-10-13 17:17:00,Temp_CityWater_atSkid,65.5,Temperature,F
2022-10-13 17:17:00,Temp_PrimaryStorageOutTop,152.0,Temperature,F
2022-10-13 17:17:00,Flow_CityWater,2.9,Flow,gal/min
2022-10-13 17:17:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:17:00,Flow_RecircReturn_MXV1,12.8,Flow,gal/min
2022-10-13 17:17:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:17:00,Flow_RecircReturn_MXV2,12.7,Flow,gal/min
2022-10-13 17:17:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:17:00,Temp_HotStorageInMechRoom,149.1,Temperature,F
2022-10-13 17:17:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:17:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:17:00,Temp_HotInlet_MXV2,134.1,Temperature,F
2022-10-13 17:17:00,Temp_RecircReturn_MXV2,120.1,Temperature,F
2022-10-13 17:17:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:17:00,ValvePosition_MXV2,16.0,,%
2022-10-13 17:17:00,EnergyIn_HPWH,64234.4,Energy,kWh
2022-10-13 17:17:00,PowerIn_HPWH,9.8,Power,W
2022-10-13 17:17:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:17:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:17:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:17:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:17:00,ProconA1M_CapacityOfSupplyingElectricity,20.0,Power,W
2022-10-13 17:17:00,Temp_HPWHCondensing,211.0,Temperature,F
2022-10-13 17:17:00,Temp_HPWHEvaporating,66.0,Temperature,F
2022-10-13 17:17:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:17:00,Temp5_ST2_low_TH16,81.9,Temperature,F
2022-10-13 17:17:00,Temp_HPWHInlet,115.0,Temperature,F
2022-10-13 17:17:00,Temp_HPWHOutlet,160.0,Temperature,F
2022-10-13 17:17:00,Duty_QAHVPump,24.0,,%
2022-10-13 17:17:00,Temp5_ST1_low,67.8,Temperature,F
2022-10-13 17:17:00,Temp4_ST1,105.5,Temperature,F
2022-10-13 17:17:00,Temp3_ST1,127.3,Temperature,F
2022-10-13 17:17:00,Temp2_ST1,139.8,Temperature,F
2022-10-13 17:17:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:17:00,Temp4_ST2,96.9,Temperature,F
2022-10-13 17:17:00,Temp2_ST2,142.1,Temperature,F
2022-10-13 17:17:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:17:00,Temp4_ST3,92.0,Temperature,F
2022-10-13 17:17:00,Temp3_ST3,118.1,Temperature,F
2022-10-13 17:17:00,Temp2_ST3,141.8,Temperature,F
2022-10-13 17:17:00,Temp_SecLoopHexInlet,66.0,Temperature,F
2022-10-13 17:17:00,Temp_SecLoopHexOutlet,151.3,Temperature,F
2022-10-13 17:18:00,Temp_PrimaryPlantDelta_BTU,86.6,Temperature,F
2022-10-13 17:18:00,EnergyOut_PrimaryPlant_BTU,43.5,Energy,kWh
2022-10-13 17:18:00,Flow_CityWater_atSkid,4.5,Flow,gal/min
2022-10-13 17:18:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:18:00,Temp_PrimaryStorageOutTop,152.1,Temperature,F
2022-10-13 17:18:00,Flow_CityWater,4.3,Flow,gal/min
2022-10-13 17:18:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:18:00,Flow_RecircReturn_MXV1,13.1,Flow,gal/min
2022-10-13 17:18:00,Temp_RecircReturn_MXV1_FM,131.6,Temperature,F
2022-10-13 17:18:00,Flow_RecircReturn_MXV2,13.2,Flow,gal/min
2022-10-13 17:18:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:18:00,Temp_HotStorageInMechRoom,149.8,Temperature,F
2022-10-13 17:18:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:18:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:18:00,Temp_HotInlet_MXV2,134.0,Temperature,F
2022-10-13 17:18:00,Temp_RecircReturn_MXV2,120.2,Temperature,F
2022-10-13 17:18:00,Temp_RecircSupply_MXV2,121.0,Temperature,F
2022-10-13 17:18:00,ValvePosition_MXV2,16.0,,%
2022-10-13 17:18:00,EnergyIn_HPWH,64234.5,Energy,kWh
2022-10-13 17:18:00,PowerIn_HPWH,9.8,Power,W
2022-10-13 17:18:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:18:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:18:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:18:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:18:00,ProconA1M_CapacityOfSupplyingElectricity,20.0,Power,W
2022-10-13 17:18:00,Temp_HPWHCondensing,212.0,Temperature,F
2022-10-13 17:18:00,Temp_HPWHEvaporating,65.0,Temperature,F
2022-10-13 17:18:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:18:00,Temp5_ST2_low_TH16,81.8,Temperature,F
2022-10-13 17:18:00,Temp_HPWHInlet,115.0,Temperature,F
2022-10-13 17:18:00,Temp_HPWHOutlet,161.0,Temperature,F
2022-10-13 17:18:00,Temp5_ST1_low,67.7,Temperature,F
2022-10-13 17:18:00,Temp4_ST1,105.3,Temperature,F
2022-10-13 17:18:00,Temp3_ST1,127.2,Temperature,F
2022-10-13 17:18:00,Temp2_ST1,139.8,Temperature,F
2022-10-13 17:18:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:18:00,Temp4_ST2,96.6,Temperature,F
2022-10-13 17:18:00,Temp2_ST2,142.0,Temperature,F
2022-10-13 17:18:00,Temp5_ST3_low,66.7,Temperature,F
2022-10-13 17:18:00,Temp4_ST3,91.6,Temperature,F
2022-10-13 17:18:00,Temp3_ST3,117.6,Temperature,F
2022-10-13 17:18:00,Temp2_ST3,141.5,Temperature,F
2022-10-13 17:18:00,Temp1_ST3_high,148.2,Temperature,F
2022-10-13 17:18:00,Temp_SecLoopHexInlet,66.0,Temperature,F
2022-10-13 17:18:00,Temp_SecLoopHexOutlet,151.3,Temperature,F
2022-10-13 17:18:00,PowerIn_SecLoopPump,8.0,Power,W
2022-10-13 17:19:00,Temp_PrimaryPlantDelta_BTU,86.6,Temperature,F
2022-10-13 17:19:00,EnergyOut_PrimaryPlant_BTU,26.7,Energy,kWh
2022-10-13 17:19:00,Flow_CityWater_atSkid,1.9,Flow,gal/min
2022-10-13 17:19:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:19:00,Temp_PrimaryStorageOutTop,152.0,Temperature,F
2022-10-13 17:19:00,Flow_CityWater,2.2,Flow,gal/min
2022-10-13 17:19:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:19:00,Flow_RecircReturn_MXV1,12.9,Flow,gal/min
2022-10-13 17:19:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:19:00,Flow_RecircReturn_MXV2,13.1,Flow,gal/min
2022-10-13 17:19:00,Temp_RecircReturn_MXV2_FM,120.7,Temperature,F
2022-10-13 17:19:00,Temp_HotStorageInMechRoom,150.0,Temperature,F
2022-10-13 17:19:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:19:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:19:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:19:00,Temp_HotInlet_MXV2,133.6,Temperature,F
2022-10-13 17:19:00,Temp_RecircReturn_MXV2,120.3,Temperature,F
2022-10-13 17:19:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:19:00,EnergyIn_HPWH,64234.7,Energy,kWh
2022-10-13 17:19:00,PowerIn_HPWH,9.8,Power,W
2022-10-13 17:19:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:19:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:19:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:19:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:19:00,Temp_HPWHCondensing,33.0,Temperature,F
2022-10-13 17:19:00,Temp_HPWHEvaporating,63.0,Temperature,F
2022-10-13 17:19:00,Temp5_ST2_low_TH16,81.6,Temperature,F
2022-10-13 17:19:00,Temp_HPWHOutlet,161.0,Temperature,F
2022-10-13 17:19:00,Temp5_ST1_low,67.6,Temperature,F
2022-10-13 17:19:00,Temp4_ST1,105.1,Temperature,F
2022-10-13 17:19:00,Temp3_ST1,127.1,Temperature,F
2022-10-13 17:19:00,Temp2_ST1,139.8,Temperature,F
2022-10-13 17:19:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:19:00,Temp4_ST2,96.2,Temperature,F
2022-10-13 17:19:00,Temp2_ST2,141.9,Temperature,F
2022-10-13 17:19:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:19:00,Temp4_ST3,91.3,Temperature,F
2022-10-13 17:19:00,Temp3_ST3,117.1,Temperature,F
2022-10-13 17:19:00,Temp2_ST3,141.2,Temperature,F
2022-10-13 17:19:00,Temp1_ST3_high,148.1,Temperature,F
2022-10-13 17:19:00,Temp_SecLoopHexInlet,65.9,Temperature,F
2022-10-13 17:19:00,Temp_SecLoopHexOutlet,151.3,Temperature,F
2022-10-13 17:19:00,Flow_SecLoop,3.1,Flow,gal/min
2022-10-13 17:19:00,PowerIn_SecLoopPump,10.0,Power,W
2022-10-13 17:20:00,Temp_PrimaryPlantDelta_BTU,87.9,Temperature,F
2022-10-13 17:20:00,EnergyOut_PrimaryPlant_BTU,26.4,Energy,kWh
2022-10-13 17:20:00,Flow_CityWater_atSkid,2.8,Flow,gal/min
2022-10-13 17:20:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:20:00,Temp_PrimaryStorageOutTop,153.2,Temperature,F
2022-10-13 17:20:00,Flow_CityWater,2.9,Flow,gal/min
2022-10-13 17:20:00,Temp_CityWater,64.8,Temperature,F
2022-10-13 17:20:00,Flow_RecircReturn_MXV1,12.8,Flow,gal/min
2022-10-13 17:20:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:20:00,Flow_RecircReturn_MXV2,13.1,Flow,gal/min
2022-10-13 17:20:00,Temp_RecircReturn_MXV2_FM,120.6,Temperature,F
2022-10-13 17:20:00,Temp_HotStorageInMechRoom,149.9,Temperature,F
2022-10-13 17:20:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:20:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:20:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:20:00,Temp_HotInlet_MXV2,133.8,Temperature,F
2022-10-13 17:20:00,Temp_RecircReturn_MXV2,120.3,Temperature,F
2022-10-13 17:20:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:20:00,EnergyIn_HPWH,64234.8,Energy,kWh
2022-10-13 17:20:00,PowerIn_HPWH,9.6,Power,W
2022-10-13 17:20:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:20:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:20:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:20:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:20:00,Temp_HPWHCondensing,211.0,Temperature,F
2022-10-13 17:20:00,Temp_HPWHEvaporating,61.0,Temperature,F
2022-10-13 17:20:00,Temp5_ST2_low_TH16,81.6,Temperature,F
2022-10-13 17:20:00,Temp_HPWHInlet,114.0,Temperature,F
2022-10-13 17:20:00,Temp_HPWHOutlet,160.0,Temperature,F
2022-10-13 17:20:00,Temp5_ST1_low,67.6,Temperature,F
2022-10-13 17:20:00,Temp4_ST1,104.9,Temperature,F
2022-10-13 17:20:00,Temp3_ST1,126.9,Temperature,F
2022-10-13 17:20:00,Temp2_ST1,139.8,Temperature,F
2022-10-13 17:20:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:20:00,Temp4_ST2,96.1,Temperature,F
2022-10-13 17:20:00,Temp2_ST2,141.8,Temperature,F
2022-10-13 17:20:00,Temp5_ST3_low,66.7,Temperature,F
2022-10-13 17:20:00,Temp4_ST3,91.1,Temperature,F
2022-10-13 17:20:00,Temp3_ST3,117.0,Temperature,F
2022-10-13 17:20:00,Temp2_ST3,141.2,Temperature,F
2022-10-13 17:20:00,Temp1_ST3_high,148.1,Temperature,F
2022-10-13 17:20:00,Temp_SecLoopHexInlet,65.9,Temperature,F
2022-10-13 17:20:00,Temp_SecLoopHexOutlet,152.2,Temperature,F
2022-10-13 17:20:00,Flow_SecLoop,3.1,Flow,gal/min
2022-10-13 17:20:00,PowerIn_SecLoopPump,12.0,Power,W
2022-10-13 17:21:00,Temp_PrimaryPlantDelta_BTU,88.7,Temperature,F
2022-10-13 17:21:00,EnergyOut_PrimaryPlant_BTU,32.4,Energy,kWh
2022-10-13 17:21:00,Flow_CityWater_atSkid,1.0,Flow,gal/min
2022-10-13 17:21:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:21:00,Temp_PrimaryStorageOutTop,154.0,Temperature,F
2022-10-13 17:21:00,Flow_CityWater,1.8,Flow,gal/min
2022-10-13 17:21:00,Temp_CityWater,64.8,Temperature,F
2022-10-13 17:21:00,Flow_RecircReturn_MXV1,13.2,Flow,gal/min
2022-10-13 17:21:00,Temp_RecircReturn_MXV1_FM,131.9,Temperature,F
2022-10-13 17:21:00,Flow_RecircReturn_MXV2,13.0,Flow,gal/min
2022-10-13 17:21:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:21:00,Temp_HotStorageInMechRoom,149.9,Temperature,F
2022-10-13 17:21:00,Temp_HotInlet_MXV1,91.2,Temperature,F
2022-10-13 17:21:00,Temp_RecircReturn_MXV1,130.7,Temperature,F
2022-10-13 17:21:00,Temp_HotInlet_MXV2,134.2,Temperature,F
2022-10-13 17:21:00,Temp_RecircReturn_MXV2,120.3,Temperature,F
2022-10-13 17:21:00,EnergyIn_HPWH,64235.0,Energy,kWh
2022-10-13 17:21:00,PowerIn_HPWH,9.4,Power,W
2022-10-13 17:21:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:21:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:21:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:21:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:21:00,Temp_HPWHCondensing,208.0,Temperature,F
2022-10-13 17:21:00,Temp_HPWHEvaporating,59.0,Temperature,F
2022-10-13 17:21:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:21:00,Temp5_ST2_low_TH16,81.5,Temperature,F
2022-10-13 17:21:00,Temp_HPWHInlet,111.0,Temperature,F
2022-10-13 17:21:00,Temp_HPWHOutlet,159.0,Temperature,F
2022-10-13 17:21:00,Temp5_ST1_low,67.6,Temperature,F
2022-10-13 17:21:00,Temp4_ST1,104.6,Temperature,F
2022-10-13 17:21:00,Temp3_ST1,126.8,Temperature,F
2022-10-13 17:21:00,Temp2_ST1,139.7,Temperature,F
2022-10-13 17:21:00,Temp1_ST1_high,143.3,Temperature,F
2022-10-13 17:21:00,Temp4_ST2,96.0,Temperature,F
2022-10-13 17:21:00,Temp2_ST2,141.8,Temperature,F
2022-10-13 17:21:00,Temp5_ST3_low,66.6,Temperature,F
2022-10-13 17:21:00,Temp4_ST3,91.1,Temperature,F
2022-10-13 17:21:00,Temp3_ST3,117.0,Temperature,F
2022-10-13 17:21:00,Temp2_ST3,141.1,Temperature,F
2022-10-13 17:21:00,Temp_SecLoopHexInlet,65.9,Temperature,F
2022-10-13 17:21:00,Temp_SecLoopHexOutlet,152.2,Temperature,F
2022-10-13 17:21:00,Flow_SecLoop,3.5,Flow,gal/min
2022-10-13 17:21:00,PowerIn_SecLoopPump,15.0,Power,W
2022-10-13 17:22:00,Temp_PrimaryPlantDelta_BTU,88.8,Temperature,F
2022-10-13 17:22:00,EnergyOut_PrimaryPlant_BTU,51.3,Energy,kWh
2022-10-13 17:22:00,Flow_CityWater_atSkid,4.5,Flow,gal/min
2022-10-13 17:22:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:22:00,Temp_PrimaryStorageOutTop,154.2,Temperature,F
2022-10-13 17:22:00,Flow_CityWater,2.0,Flow,gal/min
2022-10-13 17:22:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:22:00,Flow_RecircReturn_MXV1,13.0,Flow,gal/min
2022-10-13 17:22:00,Temp_RecircReturn_MXV1_FM,131.9,Temperature,F
2022-10-13 17:22:00,Flow_RecircReturn_MXV2,13.2,Flow,gal/min
2022-10-13 17:22:00,Temp_RecircReturn_MXV2_FM,120.4,Temperature,F
2022-10-13 17:22:00,Temp_HotStorageInMechRoom,151.0,Temperature,F
2022-10-13 17:22:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:22:00,Temp_RecircReturn_MXV1,130.7,Temperature,F
2022-10-13 17:22:00,Temp_HotInlet_MXV2,134.4,Temperature,F
2022-10-13 17:22:00,Temp_RecircReturn_MXV2,120.1,Temperature,F
2022-10-13 17:22:00,EnergyIn_HPWH,64235.2,Energy,kWh
2022-10-13 17:22:00,PowerIn_HPWH,9.2,Power,W
2022-10-13 17:22:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:22:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:22:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:22:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:22:00,Temp_HPWHCondensing,206.0,Temperature,F
2022-10-13 17:22:00,Temp_HPWHEvaporating,56.0,Temperature,F
2022-10-13 17:22:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:22:00,Temp5_ST2_low_TH16,81.5,Temperature,F
2022-10-13 17:22:00,Temp_HPWHInlet,108.0,Temperature,F
2022-10-13 17:22:00,Temp_HPWHOutlet,157.0,Temperature,F
2022-10-13 17:22:00,Temp5_ST1_low,67.6,Temperature,F
2022-10-13 17:22:00,Temp4_ST1,104.3,Temperature,F
2022-10-13 17:22:00,Temp3_ST1,126.6,Temperature,F
2022-10-13 17:22:00,Temp2_ST1,139.6,Temperature,F
2022-10-13 17:22:00,Temp1_ST1_high,143.3,Temperature,F
2022-10-13 17:22:00,Temp4_ST2,95.9,Temperature,F
2022-10-13 17:22:00,Temp2_ST2,141.8,Temperature,F
2022-10-13 17:22:00,Temp5_ST3_low,66.6,Temperature,F
2022-10-13 17:22:00,Temp4_ST3,91.1,Temperature,F
2022-10-13 17:22:00,Temp3_ST3,117.0,Temperature,F
2022-10-13 17:22:00,Temp2_ST3,141.1,Temperature,F
2022-10-13 17:22:00,Temp_SecLoopHexInlet,65.9,Temperature,F
2022-10-13 17:22:00,Temp_SecLoopHexOutlet,151.3,Temperature,F
2022-10-13 17:22:00,Flow_SecLoop,3.5,Flow,gal/min
2022-10-13 17:22:00,PowerIn_SecLoopPump,17.0,Power,W
2022-10-13 17:23:00,Temp_PrimaryPlantDelta_BTU,88.0,Temperature,F
2022-10-13 17:23:00,EnergyOut_PrimaryPlant_BTU,39.7,Energy,kWh
2022-10-13 17:23:00,Flow_CityWater_atSkid,2.0,Flow,gal/min
2022-10-13 17:23:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:23:00,Temp_PrimaryStorageOutTop,153.4,Temperature,F
2022-10-13 17:23:00,Flow_CityWater,2.8,Flow,gal/min
2022-10-13 17:23:00,Temp_CityWater,64.6,Temperature,F
2022-10-13 17:23:00,Flow_RecircReturn_MXV1,13.0,Flow,gal/min
2022-10-13 17:23:00,Temp_RecircReturn_MXV1_FM,132.0,Temperature,F
2022-10-13 17:23:00,Flow_RecircReturn_MXV2,12.9,Flow,gal/min
2022-10-13 17:23:00,Temp_RecircReturn_MXV2_FM,120.3,Temperature,F
2022-10-13 17:23:00,Temp_HotStorageInMechRoom,152.2,Temperature,F
2022-10-13 17:23:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:23:00,Temp_RecircReturn_MXV1,130.8,Temperature,F
2022-10-13 17:23:00,Temp_HotInlet_MXV2,134.5,Temperature,F
2022-10-13 17:23:00,Temp_RecircReturn_MXV2,120.0,Temperature,F
2022-10-13 17:23:00,EnergyIn_HPWH,64235.3,Energy,kWh
2022-10-13 17:23:00,PowerIn_HPWH,9.3,Power,W
2022-10-13 17:23:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:23:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:23:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:23:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:23:00,Temp_HPWHCondensing,205.0,Temperature,F
2022-10-13 17:23:00,Temp_HPWHEvaporating,53.0,Temperature,F
2022-10-13 17:23:00,Temp5_ST2_low_TH16,81.4,Temperature,F
2022-10-13 17:23:00,Frequency_QAHV,64.0,Frequency,Hz
2022-10-13 17:23:00,Temp_HPWHInlet,104.0,Temperature,F
2022-10-13 17:23:00,Temp_HPWHOutlet,154.0,Temperature,F
2022-10-13 17:23:00,Duty_QAHVPump,23.0,,%
2022-10-13 17:23:00,Temp5_ST1_low,67.5,Temperature,F
2022-10-13 17:23:00,Temp4_ST1,104.3,Temperature,F
2022-10-13 17:23:00,Temp3_ST1,126.6,Temperature,F
2022-10-13 17:23:00,Temp2_ST1,139.6,Temperature,F
2022-10-13 17:23:00,Temp1_ST1_high,143.3,Temperature,F
2022-10-13 17:23:00,Temp4_ST2,95.8,Temperature,F
2022-10-13 17:23:00,Temp2_ST2,141.6,Temperature,F
2022-10-13 17:23:00,Temp5_ST3_low,66.6,Temperature,F
2022-10-13 17:23:00,Temp4_ST3,90.8,Temperature,F
2022-10-13 17:23:00,Temp3_ST3,116.6,Temperature,F
2022-10-13 17:23:00,Temp2_ST3,140.9,Temperature,F
2022-10-13 17:23:00,Temp1_ST3_high,148.1,Temperature,F
2022-10-13 17:23:00,Temp_SecLoopHexInlet,65.9,Temperature,F
2022-10-13 17:23:00,Temp_SecLoopHexOutlet,149.4,Temperature,F
2022-10-13 17:23:00,PowerIn_SecLoopPump,17.0,Power,W
2022-10-13 17:24:00,Temp_PrimaryPlantDelta_BTU,86.8,Temperature,F
2022-10-13 17:24:00,EnergyOut_PrimaryPlant_BTU,22.9,Energy,kWh
2022-10-13 17:24:00,Flow_CityWater_atSkid,1.6,Flow,gal/min
2022-10-13 17:24:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:24:00,Temp_PrimaryStorageOutTop,152.2,Temperature,F
2022-10-13 17:24:00,Flow_CityWater,1.2,Flow,gal/min
2022-10-13 17:24:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:24:00,Flow_RecircReturn_MXV1,13.1,Flow,gal/min
2022-10-13 17:24:00,Temp_RecircReturn_MXV1_FM,132.1,Temperature,F
2022-10-13 17:24:00,Flow_RecircReturn_MXV2,13.3,Flow,gal/min
2022-10-13 17:24:00,Temp_RecircReturn_MXV2_FM,120.2,Temperature,F
2022-10-13 17:24:00,Temp_HotStorageInMechRoom,152.1,Temperature,F
2022-10-13 17:24:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:24:00,Temp_RecircReturn_MXV1,131.0,Temperature,F
2022-10-13 17:24:00,Temp_HotInlet_MXV2,134.4,Temperature,F
2022-10-13 17:24:00,Temp_RecircReturn_MXV2,119.9,Temperature,F
2022-10-13 17:24:00,ValvePosition_MXV2,19.0,,%
2022-10-13 17:24:00,EnergyIn_HPWH,64235.5,Energy,kWh
2022-10-13 17:24:00,PowerIn_HPWH,11.8,Power,W
2022-10-13 17:24:00,PowerMeter_SkidAux_Energy,536.9,Energy,kWh
2022-10-13 17:24:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:24:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:24:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:24:00,Temp_HPWHCondensing,204.0,Temperature,F
2022-10-13 17:24:00,Temp_HPWHEvaporating,49.0,Temperature,F
2022-10-13 17:24:00,Temp5_ST2_low_TH16,81.3,Temperature,F
2022-10-13 17:24:00,Frequency_QAHV,75.0,Frequency,Hz
2022-10-13 17:24:00,Temp_HPWHInlet,100.0,Temperature,F
2022-10-13 17:24:00,Temp_HPWHOutlet,155.0,Temperature,F
2022-10-13 17:24:00,Duty_QAHVPump,22.0,,%
2022-10-13 17:24:00,Temp5_ST1_low,67.5,Temperature,F
2022-10-13 17:24:00,Temp4_ST1,104.2,Temperature,F
2022-10-13 17:24:00,Temp3_ST1,126.5,Temperature,F
2022-10-13 17:24:00,Temp2_ST1,139.6,Temperature,F
2022-10-13 17:24:00,Temp1_ST1_high,143.3,Temperature,F
2022-10-13 17:24:00,Temp4_ST2,95.6,Temperature,F
2022-10-13 17:24:00,Temp2_ST2,141.5,Temperature,F
2022-10-13 17:24:00,Temp5_ST3_low,66.5,Temperature,F
2022-10-13 17:24:00,Temp4_ST3,90.6,Temperature,F
2022-10-13 17:24:00,Temp3_ST3,116.4,Temperature,F
2022-10-13 17:24:00,Temp2_ST3,140.8,Temperature,F
2022-10-13 17:24:00,Temp1_ST3_high,148.1,Temperature,F
2022-10-13 17:24:00,Temp_SecLoopHexInlet,65.8,Temperature,F
2022-10-13 17:24:00,Temp_SecLoopHexOutlet,148.5,Temperature,F
2022-10-13 17:24:00,PowerIn_SecLoopPump,15.0,Power,W
2022-10-13 17:25:00,Temp_PrimaryPlantDelta_BTU,85.6,Temperature,F
2022-10-13 17:25:00,EnergyOut_PrimaryPlant_BTU,27.6,Energy,kWh
2022-10-13 17:25:00,Flow_CityWater_atSkid,2.1,Flow,gal/min
2022-10-13 17:25:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:25:00,Temp_PrimaryStorageOutTop,151.0,Temperature,F
2022-10-13 17:25:00,Flow_CityWater,2.2,Flow,gal/min
2022-10-13 17:25:00,Temp_CityWater,64.9,Temperature,F
2022-10-13 17:25:00,Flow_RecircReturn_MXV1,13.3,Flow,gal/min
2022-10-13 17:25:00,Temp_RecircReturn_MXV1_FM,132.3,Temperature,F
2022-10-13 17:25:00,Flow_RecircReturn_MXV2,12.8,Flow,gal/min
2022-10-13 17:25:00,Temp_RecircReturn_MXV2_FM,120.2,Temperature,F
2022-10-13 17:25:00,Temp_HotStorageInMechRoom,151.5,Temperature,F
2022-10-13 17:25:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:25:00,Temp_RecircReturn_MXV1,131.1,Temperature,F
2022-10-13 17:25:00,ValvePosition_MXV1,5.0,,%
2022-10-13 17:25:00,Temp_HotInlet_MXV2,134.2,Temperature,F
