time,id,data,type,units
2022-10-13 17:08:00,Temp3_ST3,119.1,Temperature,F
2022-10-13 17:08:00,Temp2_ST3,142.3,Temperature,F
2022-10-13 17:08:00,Temp1_ST3_high,148.3,Temperature,F
2022-10-13 17:08:00,Temp_SecLoopHexInlet,66.2,Temperature,F
2022-10-13 17:08:00,Flow_SecLoop,3.5,Flow,gal/min
2022-10-13 17:08:00,PowerIn_SecLoopPump,15.0,Power,W
2022-10-13 17:09:00,Temp_PrimaryPlantDelta_BTU,88.4,Temperature,F
2022-10-13 17:09:00,EnergyOut_PrimaryPlant_BTU,47.7,Energy,kWh
2022-10-13 17:09:00,Flow_CityWater_atSkid,4.1,Flow,gal/min
2022-10-13 17:09:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:09:00,Temp_PrimaryStorageOutTop,153.6,Temperature,F
2022-10-13 17:09:00,Flow_CityWater,3.8,Flow,gal/min
2022-10-13 17:09:00,Temp_CityWater,64.6,Temperature,F
2022-10-13 17:09:00,Flow_RecircReturn_MXV1,13.0,Flow,gal/min
2022-10-13 17:09:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:09:00,Flow_RecircReturn_MXV2,12.8,Flow,gal/min
2022-10-13 17:09:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:09:00,Temp_HotStorageInMechRoom,150.4,Temperature,F
2022-10-13 17:09:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:09:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:09:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:09:00,Temp_HotInlet_MXV2,131.9,Temperature,F
2022-10-13 17:09:00,Temp_RecircReturn_MXV2,120.1,Temperature,F
2022-10-13 17:09:00,Temp_RecircSupply_MXV2,121.0,Temperature,F
2022-10-13 17:09:00,ValvePosition_MXV2,22.0,,%
2022-10-13 17:09:00,EnergyIn_HPWH,64233.0,Energy,kWh
2022-10-13 17:09:00,PowerIn_HPWH,9.3,Power,W
2022-10-13 17:09:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:09:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:09:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:09:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:09:00,Temp_HPWHCondensing,207.0,Temperature,F
2022-10-13 17:09:00,Temp_HPWHEvaporating,63.0,Temperature,F
2022-10-13 17:09:00,Temp5_ST2_low_TH16,82.5,Temperature,F
2022-10-13 17:09:00,Temp_PrimaryStorageOutBottom_TH17,67.0,Temperature,F
2022-10-13 17:09:00,ProconA1M_ExternalWaterTemperature4_TH15_2,3.0,Temperature,F
2022-10-13 17:09:00,Temp_HPWHInlet,107.0,Temperature,F
2022-10-13 17:09:00,Temp_HPWHOutlet,155.0,Temperature,F
2022-10-13 17:09:00,Duty_QAHVPump,27.0,,%
2022-10-13 17:09:00,Temp5_ST1_low,68.2,Temperature,F
2022-10-13 17:09:00,Temp4_ST1,107.4,Temperature,F
2022-10-13 17:09:00,Temp3_ST1,128.4,Temperature,F
2022-10-13 17:09:00,Temp2_ST1,140.2,Temperature,F
2022-10-13 17:09:00,Temp1_ST1_high,143.7,Temperature,F
2022-10-13 17:09:00,Temp4_ST2,98.0,Temperature,F
2022-10-13 17:09:00,Temp2_ST2,142.8,Temperature,F
2022-10-13 17:09:00,Temp5_ST3_low,67.0,Temperature,F
2022-10-13 17:09:00,Temp4_ST3,92.8,Temperature,F
2022-10-13 17:09:00,Temp3_ST3,119.0,Temperature,F
2022-10-13 17:09:00,Temp2_ST3,142.3,Temperature,F
2022-10-13 17:09:00,Temp_SecLoopHexInlet,66.2,Temperature,F
2022-10-13 17:09:00,Temp_SecLoopHexOutlet,150.4,Temperature,F
2022-10-13 17:09:00,PowerIn_SecLoopPump,15.0,Power,W
2022-10-13 17:10:00,Temp_PrimaryPlantDelta_BTU,87.1,Temperature,F
2022-10-13 17:10:00,EnergyOut_PrimaryPlant_BTU,28.7,Energy,kWh
2022-10-13 17:10:00,Flow_CityWater_atSkid,2.4,Flow,gal/min
2022-10-13 17:10:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:10:00,Temp_PrimaryStorageOutTop,152.5,Temperature,F
2022-10-13 17:10:00,Flow_CityWater,2.8,Flow,gal/min
2022-10-13 17:10:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:10:00,Flow_RecircReturn_MXV1,13.4,Flow,gal/min
2022-10-13 17:10:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:10:00,Flow_RecircReturn_MXV2,13.0,Flow,gal/min
2022-10-13 17:10:00,Temp_RecircReturn_MXV2_FM,120.3,Temperature,F
2022-10-13 17:10:00,Temp_HotStorageInMechRoom,151.6,Temperature,F
2022-10-13 17:10:00,Temp_HotInlet_MXV1,91.0,Temperature,F
2022-10-13 17:10:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:10:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:10:00,Temp_HotInlet_MXV2,132.1,Temperature,F
2022-10-13 17:10:00,Temp_RecircReturn_MXV2,120.0,Temperature,F
2022-10-13 17:10:00,Temp_RecircSupply_MXV2,121.0,Temperature,F
2022-10-13 17:10:00,ValvePosition_MXV2,19.0,,%
2022-10-13 17:10:00,EnergyIn_HPWH,64233.2,Energy,kWh
2022-10-13 17:10:00,PowerIn_HPWH,9.0,Power,W
2022-10-13 17:10:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:10:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:10:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:10:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:10:00,Temp_HPWHCondensing,204.0,Temperature,F
2022-10-13 17:10:00,Temp_HPWHEvaporating,60.0,Temperature,F
2022-10-13 17:10:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:10:00,Temp5_ST2_low_TH16,82.4,Temperature,F
2022-10-13 17:10:00,ProconA1M_ExternalWaterTemperature4_TH15_2,3.0,Temperature,F
2022-10-13 17:10:00,Temp_HPWHInlet,103.0,Temperature,F
2022-10-13 17:10:00,Temp_HPWHOutlet,153.0,Temperature,F
2022-10-13 17:10:00,Duty_QAHVPump,26.0,,%
2022-10-13 17:10:00,Temp5_ST1_low,68.1,Temperature,F
2022-10-13 17:10:00,Temp4_ST1,107.2,Temperature,F
2022-10-13 17:10:00,Temp3_ST1,128.3,Temperature,F
2022-10-13 17:10:00,Temp2_ST1,140.2,Temperature,F
2022-10-13 17:10:00,Temp1_ST1_high,143.6,Temperature,F
2022-10-13 17:10:00,Temp4_ST2,97.8,Temperature,F
2022-10-13 17:10:00,Temp2_ST2,142.6,Temperature,F
2022-10-13 17:10:00,Temp5_ST3_low,67.0,Temperature,F
2022-10-13 17:10:00,Temp4_ST3,92.5,Temperature,F
2022-10-13 17:10:00,Temp3_ST3,118.7,Temperature,F
2022-10-13 17:10:00,Temp2_ST3,142.1,Temperature,F
2022-10-13 17:10:00,Temp_SecLoopHexInlet,66.2,Temperature,F
2022-10-13 17:10:00,Temp_SecLoopHexOutlet,149.4,Temperature,F
2022-10-13 17:10:00,PowerIn_SecLoopPump,14.0,Power,W
2022-10-13 17:11:00,Temp_PrimaryPlantDelta_BTU,86.2,Temperature,F
2022-10-13 17:11:00,EnergyOut_PrimaryPlant_BTU,33.9,Energy,kWh
2022-10-13 17:11:00,Flow_CityWater_atSkid,3.3,Flow,gal/min
2022-10-13 17:11:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:11:00,Temp_PrimaryStorageOutTop,151.5,Temperature,F
2022-10-13 17:11:00,Flow_CityWater,5.1,Flow,gal/min
2022-10-13 17:11:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:11:00,Flow_RecircReturn_MXV1,12.9,Flow,gal/min
2022-10-13 17:11:00,Temp_RecircReturn_MXV1_FM,131.6,Temperature,F
2022-10-13 17:11:00,Flow_RecircReturn_MXV2,12.6,Flow,gal/min
2022-10-13 17:11:00,Temp_RecircReturn_MXV2_FM,120.9,Temperature,F
2022-10-13 17:11:00,Temp_HotStorageInMechRoom,151.4,Temperature,F
2022-10-13 17:11:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:11:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:11:00,Temp_RecircSupply_MXV1,130.0,Temperature,F
2022-10-13 17:11:00,Temp_HotInlet_MXV2,132.8,Temperature,F
2022-10-13 17:11:00,Temp_RecircReturn_MXV2,120.5,Temperature,F
2022-10-13 17:11:00,Temp_RecircSupply_MXV2,119.0,Temperature,F
2022-10-13 17:11:00,ValvePosition_MXV2,19.0,,%
2022-10-13 17:11:00,EnergyIn_HPWH,64233.4,Energy,kWh
2022-10-13 17:11:00,PowerIn_HPWH,10.1,Power,W
2022-10-13 17:11:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:11:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:11:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:11:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:11:00,Temp_HPWHCondensing,202.0,Temperature,F
2022-10-13 17:11:00,Temp_HPWHEvaporating,57.0,Temperature,F
2022-10-13 17:11:00,Temp1_ST2_high_TH15,146.0,Temperature,F
2022-10-13 17:11:00,Temp5_ST2_low_TH16,82.4,Temperature,F
2022-10-13 17:11:00,ProconA1M_ExternalWaterTemperature4_TH15_2,3.0,Temperature,F
2022-10-13 17:11:00,Frequency_QAHV,68.0,Frequency,Hz
2022-10-13 17:11:00,Temp_HPWHInlet,102.0,Temperature,F
2022-10-13 17:11:00,Temp_HPWHOutlet,153.0,Temperature,F
2022-10-13 17:11:00,Duty_QAHVPump,25.0,,%
2022-10-13 17:11:00,Temp5_ST1_low,68.0,Temperature,F
2022-10-13 17:11:00,Temp4_ST1,106.9,Temperature,F
2022-10-13 17:11:00,Temp3_ST1,128.1,Temperature,F
2022-10-13 17:11:00,Temp2_ST1,140.2,Temperature,F
2022-10-13 17:11:00,Temp1_ST1_high,143.6,Temperature,F
2022-10-13 17:11:00,Temp4_ST2,97.7,Temperature,F
2022-10-13 17:11:00,Temp2_ST2,142.5,Temperature,F
2022-10-13 17:11:00,Temp5_ST3_low,66.9,Temperature,F
2022-10-13 17:11:00,Temp4_ST3,92.6,Temperature,F
2022-10-13 17:11:00,Temp3_ST3,118.7,Temperature,F
2022-10-13 17:11:00,Temp2_ST3,142.1,Temperature,F
2022-10-13 17:11:00,Temp1_ST3_high,148.2,Temperature,F
2022-10-13 17:11:00,Temp_SecLoopHexInlet,66.2,Temperature,F
2022-10-13 17:11:00,Temp_SecLoopHexOutlet,148.5,Temperature,F
2022-10-13 17:11:00,Flow_SecLoop,3.1,Flow,gal/min
2022-10-13 17:11:00,PowerIn_SecLoopPump,11.0,Power,W
2022-10-13 17:12:00,Temp_PrimaryPlantDelta_BTU,85.1,Temperature,F
2022-10-13 17:12:00,EnergyOut_PrimaryPlant_BTU,30.2,Energy,kWh
2022-10-13 17:12:00,Flow_CityWater_atSkid,1.2,Flow,gal/min
2022-10-13 17:12:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:12:00,Temp_PrimaryStorageOutTop,150.4,Temperature,F
2022-10-13 17:12:00,Flow_CityWater,1.0,Flow,gal/min
2022-10-13 17:12:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:12:00,Flow_RecircReturn_MXV1,12.9,Flow,gal/min
2022-10-13 17:12:00,Temp_RecircReturn_MXV1_FM,131.6,Temperature,F
2022-10-13 17:12:00,Flow_RecircReturn_MXV2,13.2,Flow,gal/min
2022-10-13 17:12:00,Temp_RecircReturn_MXV2_FM,120.6,Temperature,F
2022-10-13 17:12:00,Temp_HotStorageInMechRoom,150.2,Temperature,F
2022-10-13 17:12:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:12:00,Temp_RecircReturn_MXV1,130.5,Temperature,F
2022-10-13 17:12:00,Temp_RecircSupply_MXV1,130.0,Temperature,F
2022-10-13 17:12:00,Temp_HotInlet_MXV2,133.3,Temperature,F
2022-10-13 17:12:00,Temp_RecircReturn_MXV2,120.3,Temperature,F
2022-10-13 17:12:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:12:00,ValvePosition_MXV2,19.0,,%
2022-10-13 17:12:00,EnergyIn_HPWH,64233.5,Energy,kWh
2022-10-13 17:12:00,PowerIn_HPWH,10.6,Power,W
2022-10-13 17:12:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:12:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:12:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:12:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:12:00,Temp_HPWHCondensing,205.0,Temperature,F
2022-10-13 17:12:00,Temp_HPWHEvaporating,55.0,Temperature,F
2022-10-13 17:12:00,Temp5_ST2_low_TH16,82.2,Temperature,F
2022-10-13 17:12:00,Frequency_QAHV,70.0,Frequency,Hz
2022-10-13 17:12:00,Temp_HPWHInlet,101.0,Temperature,F
2022-10-13 17:12:00,Temp_HPWHOutlet,157.0,Temperature,F
2022-10-13 17:12:00,Duty_QAHVPump,25.0,,%
2022-10-13 17:12:00,Temp5_ST1_low,67.9,Temperature,F
2022-10-13 17:12:00,Temp4_ST1,106.7,Temperature,F
2022-10-13 17:12:00,Temp3_ST1,128.0,Temperature,F
2022-10-13 17:12:00,Temp2_ST1,140.2,Temperature,F
2022-10-13 17:12:00,Temp1_ST1_high,143.5,Temperature,F
2022-10-13 17:12:00,Temp4_ST2,97.5,Temperature,F
2022-10-13 17:12:00,Temp2_ST2,142.4,Temperature,F
2022-10-13 17:12:00,Temp5_ST3_low,66.9,Temperature,F
2022-10-13 17:12:00,Temp4_ST3,92.3,Temperature,F
2022-10-13 17:12:00,Temp3_ST3,118.4,Temperature,F
2022-10-13 17:12:00,Temp2_ST3,142.0,Temperature,F
2022-10-13 17:12:00,Temp1_ST3_high,148.2,Temperature,F
2022-10-13 17:12:00,Temp_SecLoopHexInlet,66.1,Temperature,F
2022-10-13 17:12:00,Temp_SecLoopHexOutlet,148.5,Temperature,F
2022-10-13 17:12:00,Flow_SecLoop,3.1,Flow,gal/min
2022-10-13 17:12:00,PowerIn_SecLoopPump,8.0,Power,W
2022-10-13 17:13:00,Temp_PrimaryPlantDelta_BTU,84.6,Temperature,F
2022-10-13 17:13:00,EnergyOut_PrimaryPlant_BTU,15.4,Energy,kWh
2022-10-13 17:13:00,Flow_CityWater_atSkid,1.8,Flow,gal/min
2022-10-13 17:13:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:13:00,Temp_PrimaryStorageOutTop,149.9,Temperature,F
2022-10-13 17:13:00,Flow_CityWater,1.1,Flow,gal/min
2022-10-13 17:13:00,Temp_CityWater,64.8,Temperature,F
2022-10-13 17:13:00,Flow_RecircReturn_MXV1,13.3,Flow,gal/min
2022-10-13 17:13:00,Temp_RecircReturn_MXV1_FM,131.6,Temperature,F
2022-10-13 17:13:00,Flow_RecircReturn_MXV2,13.2,Flow,gal/min
2022-10-13 17:13:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:13:00,Temp_HotStorageInMechRoom,149.2,Temperature,F
2022-10-13 17:13:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:13:00,Temp_RecircReturn_MXV1,130.5,Temperature,F
2022-10-13 17:13:00,Temp_HotInlet_MXV2,133.1,Temperature,F
2022-10-13 17:13:00,Temp_RecircReturn_MXV2,120.3,Temperature,F
2022-10-13 17:13:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:13:00,EnergyIn_HPWH,64233.7,Energy,kWh
2022-10-13 17:13:00,PowerIn_HPWH,10.7,Power,W
2022-10-13 17:13:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:13:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:13:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:13:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:13:00,Temp_HPWHCondensing,207.0,Temperature,F
2022-10-13 17:13:00,Temp_HPWHEvaporating,58.0,Temperature,F
2022-10-13 17:13:00,Temp5_ST2_low_TH16,82.2,Temperature,F
2022-10-13 17:13:00,Frequency_QAHV,70.0,Frequency,Hz
2022-10-13 17:13:00,Temp_HPWHInlet,101.0,Temperature,F
2022-10-13 17:13:00,Temp_HPWHOutlet,159.0,Temperature,F
2022-10-13 17:13:00,Temp5_ST1_low,67.9,Temperature,F
2022-10-13 17:13:00,Temp4_ST1,106.5,Temperature,F
2022-10-13 17:13:00,Temp3_ST1,127.9,Temperature,F
2022-10-13 17:13:00,Temp2_ST1,140.1,Temperature,F
2022-10-13 17:13:00,Temp1_ST1_high,143.5,Temperature,F
2022-10-13 17:13:00,Temp4_ST2,97.3,Temperature,F
2022-10-13 17:13:00,Temp2_ST2,142.4,Temperature,F
2022-10-13 17:13:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:13:00,Temp4_ST3,92.1,Temperature,F
2022-10-13 17:13:00,Temp3_ST3,118.2,Temperature,F
2022-10-13 17:13:00,Temp2_ST3,141.9,Temperature,F
2022-10-13 17:13:00,Temp1_ST3_high,148.2,Temperature,F
2022-10-13 17:13:00,Temp_SecLoopHexInlet,66.1,Temperature,F
2022-10-13 17:13:00,Temp_SecLoopHexOutlet,149.4,Temperature,F
2022-10-13 17:13:00,Flow_SecLoop,2.6,Flow,gal/min
2022-10-13 17:13:00,PowerIn_SecLoopPump,7.0,Power,W
2022-10-13 17:14:00,Temp_PrimaryPlantDelta_BTU,84.5,Temperature,F
2022-10-13 17:14:00,EnergyOut_PrimaryPlant_BTU,24.7,Energy,kWh
2022-10-13 17:14:00,Flow_CityWater_atSkid,0.6000000000000001,Flow,gal/min
2022-10-13 17:14:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:14:00,Temp_PrimaryStorageOutTop,149.8,Temperature,F
2022-10-13 17:14:00,Flow_CityWater,1.7000000000000002,Flow,gal/min
2022-10-13 17:14:00,Temp_CityWater,64.8,Temperature,F
2022-10-13 17:14:00,Flow_RecircReturn_MXV1,12.8,Flow,gal/min
2022-10-13 17:14:00,Temp_RecircReturn_MXV1_FM,131.6,Temperature,F
2022-10-13 17:14:00,Flow_RecircReturn_MXV2,13.3,Flow,gal/min
2022-10-13 17:14:00,Temp_RecircReturn_MXV2_FM,120.5,Temperature,F
2022-10-13 17:14:00,Temp_HotStorageInMechRoom,148.7,Temperature,F
2022-10-13 17:14:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:14:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:14:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:14:00,Temp_HotInlet_MXV2,133.3,Temperature,F
2022-10-13 17:14:00,Temp_RecircReturn_MXV2,120.1,Temperature,F
2022-10-13 17:14:00,EnergyIn_HPWH,64233.9,Energy,kWh
2022-10-13 17:14:00,PowerIn_HPWH,10.2,Power,W
2022-10-13 17:14:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:14:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:14:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:14:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:14:00,Temp_HPWHCondensing,208.0,Temperature,F
2022-10-13 17:14:00,Temp_HPWHEvaporating,60.0,Temperature,F
2022-10-13 17:14:00,Temp5_ST2_low_TH16,82.2,Temperature,F
2022-10-13 17:14:00,Frequency_QAHV,67.0,Frequency,Hz
2022-10-13 17:14:00,Temp_HPWHInlet,103.0,Temperature,F
2022-10-13 17:14:00,Temp_HPWHOutlet,160.0,Temperature,F
2022-10-13 17:14:00,Temp5_ST1_low,67.8,Temperature,F
2022-10-13 17:14:00,Temp4_ST1,106.1,Temperature,F
2022-10-13 17:14:00,Temp3_ST1,127.6,Temperature,F
2022-10-13 17:14:00,Temp2_ST1,140.0,Temperature,F
2022-10-13 17:14:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:14:00,Temp4_ST2,97.4,Temperature,F
2022-10-13 17:14:00,Temp2_ST2,142.4,Temperature,F
2022-10-13 17:14:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:14:00,Temp4_ST3,92.2,Temperature,F
2022-10-13 17:14:00,Temp3_ST3,118.3,Temperature,F
2022-10-13 17:14:00,Temp2_ST3,142.0,Temperature,F
2022-10-13 17:14:00,Temp_SecLoopHexInlet,66.1,Temperature,F
2022-10-13 17:14:00,Temp_SecLoopHexOutlet,150.4,Temperature,F
2022-10-13 17:14:00,Flow_SecLoop,2.6,Flow,gal/min
2022-10-13 17:14:00,PowerIn_SecLoopPump,7.0,Power,W
2022-10-13 17:15:00,Temp_PrimaryPlantDelta_BTU,86.0,Temperature,F
2022-10-13 17:15:00,EnergyOut_PrimaryPlant_BTU,45.7,Energy,kWh
2022-10-13 17:15:00,Flow_CityWater_atSkid,3.1,Flow,gal/min
2022-10-13 17:15:00,Temp_CityWater_atSkid,65.3,Temperature,F
2022-10-13 17:15:00,Temp_PrimaryStorageOutTop,151.3,Temperature,F
2022-10-13 17:15:00,Flow_CityWater,2.5,Flow,gal/min
2022-10-13 17:15:00,Temp_CityWater,64.8,Temperature,F
2022-10-13 17:15:00,Flow_RecircReturn_MXV1,13.1,Flow,gal/min
2022-10-13 17:15:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:15:00,Flow_RecircReturn_MXV2,12.8,Flow,gal/min
2022-10-13 17:15:00,Temp_RecircReturn_MXV2_FM,120.3,Temperature,F
2022-10-13 17:15:00,Temp_HotStorageInMechRoom,148.2,Temperature,F
2022-10-13 17:15:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:15:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:15:00,Temp_RecircSupply_MXV1,131.0,Temperature,F
2022-10-13 17:15:00,Temp_HotInlet_MXV2,133.7,Temperature,F
2022-10-13 17:15:00,Temp_RecircReturn_MXV2,120.0,Temperature,F
2022-10-13 17:15:00,Temp_RecircSupply_MXV2,121.0,Temperature,F
2022-10-13 17:15:00,EnergyIn_HPWH,64234.1,Energy,kWh
2022-10-13 17:15:00,PowerIn_HPWH,9.6,Power,W
2022-10-13 17:15:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:15:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:15:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:15:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:15:00,Temp_HPWHCondensing,205.0,Temperature,F
2022-10-13 17:15:00,Temp_HPWHEvaporating,64.0,Temperature,F
2022-10-13 17:15:00,Temp5_ST2_low_TH16,82.2,Temperature,F
2022-10-13 17:15:00,Frequency_QAHV,63.0,Frequency,Hz
2022-10-13 17:15:00,Temp_HPWHInlet,107.0,Temperature,F
2022-10-13 17:15:00,Temp_HPWHOutlet,157.0,Temperature,F
2022-10-13 17:15:00,Temp5_ST1_low,67.8,Temperature,F
2022-10-13 17:15:00,Temp4_ST1,105.9,Temperature,F
2022-10-13 17:15:00,Temp3_ST1,127.5,Temperature,F
2022-10-13 17:15:00,Temp2_ST1,139.9,Temperature,F
2022-10-13 17:15:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:15:00,Temp4_ST2,97.3,Temperature,F
2022-10-13 17:15:00,Temp2_ST2,142.4,Temperature,F
2022-10-13 17:15:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:15:00,Temp4_ST3,92.5,Temperature,F
2022-10-13 17:15:00,Temp3_ST3,118.6,Temperature,F
2022-10-13 17:15:00,Temp2_ST3,142.1,Temperature,F
2022-10-13 17:15:00,Temp_SecLoopHexInlet,66.1,Temperature,F
2022-10-13 17:15:00,Temp_SecLoopHexOutlet,150.4,Temperature,F
2022-10-13 17:16:00,Temp_PrimaryPlantDelta_BTU,86.5,Temperature,F
2022-10-13 17:16:00,EnergyOut_PrimaryPlant_BTU,29.7,Energy,kWh
2022-10-13 17:16:00,Flow_CityWater_atSkid,3.5,Flow,gal/min
2022-10-13 17:16:00,Temp_CityWater_atSkid,65.4,Temperature,F
2022-10-13 17:16:00,Temp_PrimaryStorageOutTop,151.9,Temperature,F
2022-10-13 17:16:00,Flow_CityWater,0.5,Flow,gal/min
2022-10-13 17:16:00,Temp_CityWater,64.7,Temperature,F
2022-10-13 17:16:00,Flow_RecircReturn_MXV1,13.1,Flow,gal/min
2022-10-13 17:16:00,Temp_RecircReturn_MXV1_FM,131.7,Temperature,F
2022-10-13 17:16:00,Flow_RecircReturn_MXV2,13.0,Flow,gal/min
2022-10-13 17:16:00,Temp_RecircReturn_MXV2_FM,120.1,Temperature,F
2022-10-13 17:16:00,Temp_HotStorageInMechRoom,148.0,Temperature,F
2022-10-13 17:16:00,Temp_HotInlet_MXV1,91.1,Temperature,F
2022-10-13 17:16:00,Temp_RecircReturn_MXV1,130.6,Temperature,F
2022-10-13 17:16:00,Temp_HotInlet_MXV2,134.0,Temperature,F
2022-10-13 17:16:00,Temp_RecircReturn_MXV2,119.8,Temperature,F
2022-10-13 17:16:00,Temp_RecircSupply_MXV2,120.0,Temperature,F
2022-10-13 17:16:00,EnergyIn_HPWH,64234.2,Energy,kWh
2022-10-13 17:16:00,PowerIn_HPWH,9.9,Power,W
2022-10-13 17:16:00,PowerMeter_SkidAux_Energy,536.8,Energy,kWh
2022-10-13 17:16:00,PowerMeter_SkidAux_Power,0.1,Power,W
2022-10-13 17:16:00,EnergyIn_ERTank2,4872.4,Energy,kWh
2022-10-13 17:16:00,PowerIn_ERTank2,0.0,Power,W
2022-10-13 17:16:00,Temp_HPWHCondensing,209.0,Temperature,F
2022-10-13 17:16:00,Temp_HPWHEvaporating,66.0,Temperature,F
2022-10-13 17:16:00,Temp5_ST2_low_TH16,82.1,Temperature,F
2022-10-13 17:16:00,Frequency_QAHV,63.0,Frequency,Hz
2022-10-13 17:16:00,Temp_HPWHInlet,113.0,Temperature,F
2022-10-13 17:16:00,Temp_HPWHOutlet,158.0,Temperature,F
2022-10-13 17:16:00,Duty_QAHVPump,24.0,,%
2022-10-13 17:16:00,Temp5_ST1_low,67.8,Temperature,F
2022-10-13 17:16:00,Temp4_ST1,105.6,Temperature,F
2022-10-13 17:16:00,Temp3_ST1,127.3,Temperature,F
2022-10-13 17:16:00,Temp2_ST1,139.9,Temperature,F
2022-10-13 17:16:00,Temp1_ST1_high,143.4,Temperature,F
2022-10-13 17:16:00,Temp4_ST2,97.1,Temperature,F
2022-10-13 17:16:00,Temp2_ST2,142.2,Temperature,F
2022-10-13 17:16:00,Temp5_ST3_low,66.8,Temperature,F
2022-10-13 17:16:00,Temp4_ST3,92.2,Temperature,F
2022-10-13 17:16:00,Temp3_ST3,118.3,Temperature,F
2022-10-13 17:16:00,Temp2_ST3,141.9,Temperature,F
2022-10-13 17:16:00,Temp_SecLoopHexInlet,66.0,Temperature,F
